Position,points,name,challenge
34,1500,jar_,"{'challenge_name': ['Syringe', 'Heart', 'Panel', 'Follow Us', '10 Round', 'WarmUp', 'Shifty Business', 'Ugomvi', 'Destination', 'Box', 'ABC Phonics'], 'challenge_category': ['Secure Code Reviewing', 'Secure Code Reviewing', 'Reverse Engineering', 'OSINT', 'Forensics', 'Cryptography', 'Cryptography', 'Cryptography', 'Cryptography', 'Cryptography', 'Cryptography'], 'challenge_points': ['100', '100', '300', '100', '100', '300', '100', '100', '100', '100', '100'], 'solve_time': ['2024-10-27T18:48:00.284879Z', '2024-10-27T18:27:06.043396Z', '2024-10-27T16:34:27.434551Z', '2024-10-27T13:44:17.275735Z', '2024-10-27T11:58:06.758218Z', '2024-10-27T11:37:29.724394Z', '2024-10-26T19:23:25.592320Z', '2024-10-26T18:36:42.297420Z', '2024-10-26T18:05:58.531722Z', '2024-10-26T17:56:56.545698Z', '2024-10-26T17:50:09.266753Z']}"
35,1400,nano,"{'challenge_name': ['Open Letter', 'Box', 'Log-ical - Part 1', 'Syringe', 'Heart', 'RedHand', 'WarmUp', 'Follow Us', 'Welcome to UrchinSec', 'Destination'], 'challenge_category': ['Forensics', 'Cryptography', 'Forensics', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Cryptography', 'OSINT', 'Miscellaneous ', 'Cryptography'], 'challenge_points': ['300', '100', '100', '100', '100', '100', '300', '100', '100', '100'], 'solve_time': ['2024-10-26T17:50:50.313995Z', '2024-10-26T17:11:19.647411Z', '2024-10-26T14:43:42.552731Z', '2024-10-26T09:36:31.771362Z', '2024-10-26T09:27:49.119082Z', '2024-10-26T09:25:18.605831Z', '2024-10-26T08:55:09.057260Z', '2024-10-26T07:18:06.920250Z', '2024-10-26T07:08:07.865135Z', '2024-10-26T06:45:17.567465Z']}"
36,1400,i4mn07m455c099,"{'challenge_name': ['Open Letter', 'Evil Park 1', 'Log-ical - Part 1', '10 Round', 'WarmUp', 'RedHand', 'Syringe', 'Heart', 'Follow Us', 'Welcome to UrchinSec'], 'challenge_category': ['Forensics', 'Forensics', 'Forensics', 'Forensics', 'Cryptography', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Secure Code Reviewing', 'OSINT', 'Miscellaneous '], 'challenge_points': ['300', '100', '100', '100', '300', '100', '100', '100', '100', '100'], 'solve_time': ['2024-10-27T01:20:21.368891Z', '2024-10-27T01:18:38.488678Z', '2024-10-27T01:17:27.842283Z', '2024-10-27T01:15:16.506446Z', '2024-10-27T01:06:11.332054Z', '2024-10-27T01:05:09.974764Z', '2024-10-26T13:02:12.473498Z', '2024-10-26T12:48:35.790842Z', '2024-10-26T12:09:50.854666Z', '2024-10-26T07:14:41.324862Z']}"
37,1390,Aspirereborn,"{'challenge_name': ['Welcome to UrchinSec', 'Tr3ppl3 Stuffs', 'Shifty Business', 'Ugomvi', 'WarmUp', 'Destination', 'Syringe', 'RedHand', 'Heart', 'Log-ical - Part 1'], 'challenge_category': ['Miscellaneous ', 'Cryptography', 'Cryptography', 'Cryptography', 'Cryptography', 'Cryptography', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Forensics'], 'challenge_points': ['100', '300', '100', '100', '300', '100', '100', '100', '100', '100'], 'solve_time': ['2024-10-27T13:56:29.854239Z', '2024-10-26T22:59:24.766401Z', '2024-10-26T22:55:02.524139Z', '2024-10-26T15:30:09.683236Z', '2024-10-26T14:41:34.452500Z', '2024-10-26T14:26:34.454792Z', '2024-10-26T14:21:14.300209Z', '2024-10-26T14:18:32.028482Z', '2024-10-26T14:11:00.714620Z', '2024-10-26T13:47:15.713393Z']}"
38,1350,waaris_m,"{'challenge_name': ['WarmUp', 'Destination', 'Follow Us', 'Welcome to UrchinSec', 'Open Letter', 'Log-ical - Part 1', '10 Round', 'RedHand', 'Syringe', 'Heart'], 'challenge_category': ['Cryptography', 'Cryptography', 'OSINT', 'Miscellaneous ', 'Forensics', 'Forensics', 'Forensics', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Secure Code Reviewing'], 'challenge_points': ['300', '100', '100', '100', '300', '100', '100', '100', '100', '100'], 'solve_time': ['2024-10-26T14:45:31.569924Z', '2024-10-26T14:20:10.247193Z', '2024-10-26T06:48:10.793529Z', '2024-10-26T06:46:50.011529Z', '2024-10-26T06:44:22.017557Z', '2024-10-26T06:35:33.668100Z', '2024-10-26T06:27:57.036940Z', '2024-10-26T06:08:06.083512Z', '2024-10-26T06:07:00.081360Z', '2024-10-26T06:05:10.446169Z']}"
39,1350,Sh4yo,"{'challenge_name': ['Log-ical - Part 1', 'Welcome to UrchinSec', 'Evil Park 4', 'Evil Park 3', 'Evil Park 2', 'Evil Park 1', 'Heart', 'Open Letter', '10 Round', 'RedHand', 'Syringe', 'Follow Us'], 'challenge_category': ['Forensics', 'Miscellaneous ', 'Forensics', 'Forensics', 'Forensics', 'Forensics', 'Secure Code Reviewing', 'Forensics', 'Forensics', 'Secure Code Reviewing', 'Secure Code Reviewing', 'OSINT'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '300', '100', '100', '100', '100'], 'solve_time': ['2024-10-26T14:52:17.160951Z', '2024-10-26T14:28:37.274108Z', '2024-10-26T14:21:08.459879Z', '2024-10-26T14:20:04.316210Z', '2024-10-26T14:17:58.865810Z', '2024-10-26T14:15:09.751530Z', '2024-10-26T14:03:29.835927Z', '2024-10-26T13:51:36.930963Z', '2024-10-26T13:47:11.707342Z', '2024-10-26T13:32:19.196570Z', '2024-10-26T13:30:42.720097Z', '2024-10-26T06:46:00.542600Z']}"
40,1300,cicada,"{'challenge_name': ['WarmUp', 'Shifty Business', 'Log-ical - Part 1', 'Box', 'Syringe', 'RedHand', 'Heart', 'Follow Us', 'Welcome to UrchinSec', 'Ugomvi', 'Destination'], 'challenge_category': ['Cryptography', 'Cryptography', 'Forensics', 'Cryptography', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Secure Code Reviewing', 'OSINT', 'Miscellaneous ', 'Cryptography', 'Cryptography'], 'challenge_points': ['300', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-10-27T11:29:16.257819Z', '2024-10-26T19:05:25.178198Z', '2024-10-26T18:33:47.773084Z', '2024-10-26T15:28:17.398744Z', '2024-10-26T14:44:55.874696Z', '2024-10-26T14:41:56.628739Z', '2024-10-26T07:46:13.158296Z', '2024-10-26T07:38:22.950804Z', '2024-10-26T07:11:16.731385Z', '2024-10-26T06:34:49.705119Z', '2024-10-26T06:20:56.803153Z']}"
41,1300,HxN0n3,"{'challenge_name': ['Log-ical - Part 1', 'Evil Park 1', '10 Round', 'Follow Us', 'Welcome to UrchinSec', 'Shifty Business', 'ABC Phonics', 'WarmUp', 'Ugomvi', 'Destination', 'Box'], 'challenge_category': ['Forensics', 'Forensics', 'Forensics', 'OSINT', 'Miscellaneous ', 'Cryptography', 'Cryptography', 'Cryptography', 'Cryptography', 'Cryptography', 'Cryptography'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '300', '100', '100', '100'], 'solve_time': ['2024-10-27T18:43:27.095339Z', '2024-10-27T16:59:10.948738Z', '2024-10-27T16:48:56.436830Z', '2024-10-27T13:54:16.111436Z', '2024-10-27T13:45:01.274370Z', '2024-10-27T05:06:59.335692Z', '2024-10-27T04:59:12.175581Z', '2024-10-27T04:37:55.674138Z', '2024-10-27T04:29:32.523251Z', '2024-10-26T18:35:01.917112Z', '2024-10-26T18:15:11.195604Z']}"
42,1290,n00b,"{'challenge_name': ['RedHand', 'WarmUp', 'Destination', 'Syringe', 'Open Letter', 'Log-ical - Part 1', '10 Round', 'Follow Us', 'Welcome to UrchinSec'], 'challenge_category': ['Secure Code Reviewing', 'Cryptography', 'Cryptography', 'Secure Code Reviewing', 'Forensics', 'Forensics', 'Forensics', 'OSINT', 'Miscellaneous '], 'challenge_points': ['100', '300', '100', '100', '300', '100', '100', '100', '100'], 'solve_time': ['2024-10-26T09:05:20.576496Z', '2024-10-26T08:54:25.961152Z', '2024-10-26T08:43:01.613230Z', '2024-10-26T08:30:18.544379Z', '2024-10-26T08:04:25.996828Z', '2024-10-26T07:56:45.034057Z', '2024-10-26T07:06:56.946403Z', '2024-10-26T06:35:33.898316Z', '2024-10-26T06:04:17.286376Z']}"
43,1200,c0nrad,"{'challenge_name': ['Drift', ""Let's Vibe"", 'Syringe', 'RedHand', 'Heart', 'Welcome to UrchinSec', 'WarmUp', 'Destination'], 'challenge_category': ['Reverse Engineering', 'Reverse Engineering', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Miscellaneous ', 'Cryptography', 'Cryptography'], 'challenge_points': ['300', '100', '100', '100', '100', '100', '300', '100'], 'solve_time': ['2024-10-26T12:36:00.750253Z', '2024-10-26T12:03:18.861845Z', '2024-10-26T12:00:18.244483Z', '2024-10-26T11:59:57.809713Z', '2024-10-26T11:59:34.539927Z', '2024-10-26T11:54:06.882590Z', '2024-10-26T11:53:20.967670Z', '2024-10-26T11:23:20.428397Z']}"
44,1200,HAIDAR,"{'challenge_name': ['Welcome to UrchinSec', 'WarmUp', 'Box', 'Syringe', 'RedHand', 'Log-ical - Part 1', 'Heart', 'Ugomvi', 'Follow Us', 'Destination'], 'challenge_category': ['Miscellaneous ', 'Cryptography', 'Cryptography', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Forensics', 'Secure Code Reviewing', 'Cryptography', 'OSINT', 'Cryptography'], 'challenge_points': ['100', '300', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-10-26T13:06:34.977647Z', '2024-10-26T12:37:04.765032Z', '2024-10-26T12:01:57.871840Z', '2024-10-26T11:52:56.639479Z', '2024-10-26T11:49:47.885441Z', '2024-10-26T11:39:56.187752Z', '2024-10-26T11:33:33.276829Z', '2024-10-26T11:27:10.921174Z', '2024-10-26T07:22:57.328694Z', '2024-10-26T07:16:10.122177Z']}"
45,1200,Mojojojo,"{'challenge_name': ['WarmUp', '10 Round', 'Log-ical - Part 1', 'Destination', 'Welcome to UrchinSec', 'Box', 'Follow Us', 'Syringe', 'RedHand', 'Heart'], 'challenge_category': ['Cryptography', 'Forensics', 'Forensics', 'Cryptography', 'Miscellaneous ', 'Cryptography', 'OSINT', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Secure Code Reviewing'], 'challenge_points': ['300', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-10-26T16:21:05.663350Z', '2024-10-26T15:52:40.657616Z', '2024-10-26T15:38:40.505202Z', '2024-10-26T15:35:17.349717Z', '2024-10-26T15:15:38.553576Z', '2024-10-26T15:13:59.364846Z', '2024-10-26T15:08:12.956222Z', '2024-10-26T14:06:14.693743Z', '2024-10-26T13:55:47.284459Z', '2024-10-26T12:04:32.571408Z']}"
46,1200,AbuAl3of,"{'challenge_name': ['Welcome to UrchinSec', 'Destination', 'Follow Us', 'Open Letter', 'Log-ical - Part 1', 'Evil Park 4', 'Evil Park 3', 'Evil Park 2', 'Evil Park 1', '10 Round'], 'challenge_category': ['Miscellaneous ', 'Cryptography', 'OSINT', 'Forensics', 'Forensics', 'Forensics', 'Forensics', 'Forensics', 'Forensics', 'Forensics'], 'challenge_points': ['100', '100', '100', '300', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-10-26T22:02:44.347223Z', '2024-10-26T22:02:00.821475Z', '2024-10-26T22:00:03.124472Z', '2024-10-26T19:59:34.072861Z', '2024-10-26T19:57:13.650542Z', '2024-10-26T19:50:55.600188Z', '2024-10-26T19:50:05.729092Z', '2024-10-26T19:48:59.871147Z', '2024-10-26T19:47:48.863881Z', '2024-10-26T19:44:39.822256Z']}"
47,1200,p3g4sus,"{'challenge_name': ['Log-ical - Part 2', 'ABC Phonics', 'Log-ical - Part 1', 'Box', 'Follow Us', 'Destination', 'Syringe', 'RedHand', 'Heart', 'Welcome to UrchinSec'], 'challenge_category': ['Forensics', 'Cryptography', 'Forensics', 'Cryptography', 'OSINT', 'Cryptography', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Miscellaneous '], 'challenge_points': ['300', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-10-27T18:04:13.372142Z', '2024-10-26T14:59:15.459070Z', '2024-10-26T13:51:20.405511Z', '2024-10-26T11:39:32.553410Z', '2024-10-26T11:01:38.359529Z', '2024-10-26T09:14:30.913816Z', '2024-10-26T09:07:57.675160Z', '2024-10-26T09:05:20.028720Z', '2024-10-26T09:04:13.962398Z', '2024-10-26T07:55:19.000007Z']}"
48,1150,Sensei-Urchin,"{'challenge_name': ['Notee', 'Heart', 'Syringe', 'RedHand', 'Destination', 'Pyrison'], 'challenge_category': ['Web Security', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Cryptography', 'Web Security'], 'challenge_points': ['300', '100', '100', '100', '100', '500'], 'solve_time': ['2024-10-26T14:15:39.150474Z', '2024-10-26T10:25:19.401327Z', '2024-10-26T10:24:38.163603Z', '2024-10-26T10:23:43.914999Z', '2024-10-26T10:10:12.079613Z', '2024-10-26T10:03:29.356063Z']}"
49,1100,Bug-1337,"{'challenge_name': ['Ugomvi', 'Follow Us', 'Welcome to UrchinSec', 'Heart', 'Destination', 'Syringe', 'RedHand', 'Open Letter', 'Log-ical - Part 1'], 'challenge_category': ['Cryptography', 'OSINT', 'Miscellaneous ', 'Secure Code Reviewing', 'Cryptography', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Forensics', 'Forensics'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '300', '100'], 'solve_time': ['2024-10-26T12:04:57.589814Z', '2024-10-26T12:04:11.287628Z', '2024-10-26T11:18:56.610060Z', '2024-10-26T10:40:16.310087Z', '2024-10-26T09:59:25.888844Z', '2024-10-26T09:33:16.471181Z', '2024-10-26T09:29:43.175629Z', '2024-10-26T09:09:27.112529Z', '2024-10-26T08:55:03.301388Z']}"
50,1100,Elliot,"{'challenge_name': ['Follow Us', 'Heart', 'RedHand', 'Syringe', 'Welcome to UrchinSec', 'Open Letter', 'Log-ical - Part 1', '10 Round', 'Destination'], 'challenge_category': ['OSINT', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Miscellaneous ', 'Forensics', 'Forensics', 'Forensics', 'Cryptography'], 'challenge_points': ['100', '100', '100', '100', '100', '300', '100', '100', '100'], 'solve_time': ['2024-10-26T13:33:36.991851Z', '2024-10-26T13:13:00.752514Z', '2024-10-26T12:39:34.995611Z', '2024-10-26T11:11:06.828548Z', '2024-10-26T10:44:16.047387Z', '2024-10-26T10:34:42.178067Z', '2024-10-26T10:15:47.975093Z', '2024-10-26T10:01:57.731929Z', '2024-10-26T09:18:37.193875Z']}"
51,1100,newbee,"{'challenge_name': ['Open Letter', 'Syringe', 'Follow Us', 'Log-ical - Part 1', 'WarmUp', 'Ugomvi', 'Destination'], 'challenge_category': ['Forensics', 'Secure Code Reviewing', 'OSINT', 'Forensics', 'Cryptography', 'Cryptography', 'Cryptography'], 'challenge_points': ['300', '100', '100', '100', '300', '100', '100'], 'solve_time': ['2024-10-26T16:58:47.945396Z', '2024-10-26T10:17:25.239305Z', '2024-10-26T09:41:02.439172Z', '2024-10-26T08:47:04.352345Z', '2024-10-26T08:00:18.678709Z', '2024-10-26T07:48:56.406996Z', '2024-10-26T07:10:52.757250Z']}"
52,1100,m4gici4nh4ck3r,"{'challenge_name': ['UrchinPirates 1', 'Shifty Business', 'Log-ical - Part 1', '10 Round', 'RedHand', 'Heart', 'Syringe', 'Welcome to UrchinSec', 'Destination'], 'challenge_category': ['OSINT', 'Cryptography', 'Forensics', 'Forensics', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Miscellaneous ', 'Cryptography'], 'challenge_points': ['300', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-10-27T13:02:23.556627Z', '2024-10-27T12:45:34.442819Z', '2024-10-27T11:06:05.710995Z', '2024-10-27T10:44:30.913050Z', '2024-10-27T09:58:53.614660Z', '2024-10-27T09:33:48.154753Z', '2024-10-27T09:20:12.953443Z', '2024-10-27T09:13:06.973030Z', '2024-10-27T09:02:58.198557Z']}"
53,1100,TanvirTian,"{'challenge_name': ['Ugomvi', 'Open Letter', ""Let's Vibe"", '10 Round', 'RedHand', 'Syringe', 'Log-ical - Part 1', 'Follow Us', 'Heart'], 'challenge_category': ['Cryptography', 'Forensics', 'Reverse Engineering', 'Forensics', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Forensics', 'OSINT', 'Secure Code Reviewing'], 'challenge_points': ['100', '300', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-10-27T16:18:39.965005Z', '2024-10-26T17:06:36.365807Z', '2024-10-26T15:07:33.501477Z', '2024-10-26T13:09:20.455964Z', '2024-10-26T12:24:27.137112Z', '2024-10-26T12:21:16.333050Z', '2024-10-26T12:15:31.770585Z', '2024-10-26T08:46:35.462194Z', '2024-10-26T06:26:52.257933Z']}"
54,1040,lukagocharov,"{'challenge_name': ['Shifty Business', 'Open Letter', 'Log-ical - Part 1', '10 Round', 'Ugomvi', 'Syringe', 'RedHand', 'Heart', 'Destination'], 'challenge_category': ['Cryptography', 'Forensics', 'Forensics', 'Forensics', 'Cryptography', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Cryptography'], 'challenge_points': ['100', '300', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-10-27T14:17:17.255635Z', '2024-10-27T14:10:26.608548Z', '2024-10-27T13:20:48.321750Z', '2024-10-27T13:02:50.495579Z', '2024-10-26T18:51:45.176319Z', '2024-10-26T16:52:17.473058Z', '2024-10-26T16:47:20.913556Z', '2024-10-26T16:44:12.693512Z', '2024-10-26T07:59:04.704748Z']}"
55,1000,SK4RP10N,"{'challenge_name': ['Welcome to UrchinSec', 'Ugomvi', 'Box', 'Log-ical - Part 1', 'Open Letter', 'Syringe', 'Heart', 'Destination'], 'challenge_category': ['Miscellaneous ', 'Cryptography', 'Cryptography', 'Forensics', 'Forensics', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Cryptography'], 'challenge_points': ['100', '100', '100', '100', '300', '100', '100', '100'], 'solve_time': ['2024-10-26T12:44:02.511565Z', '2024-10-26T12:16:44.269421Z', '2024-10-26T12:05:22.061820Z', '2024-10-26T11:54:13.717125Z', '2024-10-26T11:49:14.666106Z', '2024-10-26T11:11:14.117315Z', '2024-10-26T11:09:24.991629Z', '2024-10-26T11:08:32.174308Z']}"
56,1000,humanoid,"{'challenge_name': [""Let's Vibe"", 'Syringe', 'RedHand', 'Heart', 'Log-ical - Part 1', 'Destination', 'Follow Us', 'WarmUp'], 'challenge_category': ['Reverse Engineering', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Forensics', 'Cryptography', 'OSINT', 'Cryptography'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '300'], 'solve_time': ['2024-10-26T17:58:05.769819Z', '2024-10-26T17:42:29.686429Z', '2024-10-26T17:40:17.090949Z', '2024-10-26T17:36:41.068954Z', '2024-10-26T16:59:41.717485Z', '2024-10-26T11:36:44.922488Z', '2024-10-26T09:56:03.423376Z', '2024-10-26T09:14:02.264005Z']}"
57,1000,whiteraven,"{'challenge_name': ['Box', 'Ugomvi', 'RedHand', 'Syringe', 'Log-ical - Part 1', 'Shifty Business', 'Destination', 'WarmUp'], 'challenge_category': ['Cryptography', 'Cryptography', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Forensics', 'Cryptography', 'Cryptography', 'Cryptography'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '300'], 'solve_time': ['2024-10-27T11:22:55.908755Z', '2024-10-27T11:13:29.260079Z', '2024-10-27T10:41:36.970556Z', '2024-10-27T10:41:09.386839Z', '2024-10-27T09:32:43.986244Z', '2024-10-27T08:41:44.972040Z', '2024-10-26T17:56:40.274949Z', '2024-10-26T11:58:22.126442Z']}"
58,1000,Owaxw,"{'challenge_name': ['10 Round', 'Follow Us', 'RedHand', 'Syringe', 'Open Letter', 'Box', 'Heart', 'Welcome to UrchinSec'], 'challenge_category': ['Forensics', 'OSINT', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Forensics', 'Cryptography', 'Secure Code Reviewing', 'Miscellaneous '], 'challenge_points': ['100', '100', '100', '100', '300', '100', '100', '100'], 'solve_time': ['2024-10-27T18:37:56.768501Z', '2024-10-27T14:59:01.735959Z', '2024-10-27T14:25:24.585661Z', '2024-10-27T14:08:44.360308Z', '2024-10-27T13:55:24.661428Z', '2024-10-27T12:25:16.104750Z', '2024-10-27T11:03:13.014588Z', '2024-10-26T13:18:13.918365Z']}"
59,990,Nuke,"{'challenge_name': ['Log-ical - Part 2', 'Log-ical - Part 1', 'RedHand', 'Syringe', 'Destination', 'Heart', 'Welcome to UrchinSec', 'Follow Us'], 'challenge_category': ['Forensics', 'Forensics', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Cryptography', 'Secure Code Reviewing', 'Miscellaneous ', 'OSINT'], 'challenge_points': ['300', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-10-26T17:35:34.789588Z', '2024-10-26T16:56:34.475686Z', '2024-10-26T16:44:57.686688Z', '2024-10-26T16:41:31.873299Z', '2024-10-26T16:23:45.781863Z', '2024-10-26T15:37:08.780322Z', '2024-10-26T15:31:35.745685Z', '2024-10-26T14:01:41.723722Z']}"
60,900,V0v1,"{'challenge_name': ['Ugomvi', 'Shifty Business', 'ABC Phonics', 'Box', 'Welcome to UrchinSec', 'Open Letter', 'Log-ical - Part 1'], 'challenge_category': ['Cryptography', 'Cryptography', 'Cryptography', 'Cryptography', 'Miscellaneous ', 'Forensics', 'Forensics'], 'challenge_points': ['100', '100', '100', '100', '100', '300', '100'], 'solve_time': ['2024-10-27T11:21:42.326369Z', '2024-10-27T10:54:47.331087Z', '2024-10-27T09:49:46.954751Z', '2024-10-26T12:09:22.121371Z', '2024-10-26T11:23:43.594158Z', '2024-10-26T11:19:07.146975Z', '2024-10-26T09:25:07.613302Z']}"
61,900,1ntrSt3llar,"{'challenge_name': ['RedHand', 'Heart', 'Shifty Business', '10 Round', 'WarmUp', 'Ugomvi', 'Destination'], 'challenge_category': ['Secure Code Reviewing', 'Secure Code Reviewing', 'Cryptography', 'Forensics', 'Cryptography', 'Cryptography', 'Cryptography'], 'challenge_points': ['100', '100', '100', '100', '300', '100', '100'], 'solve_time': ['2024-10-27T13:48:03.505038Z', '2024-10-27T13:29:42.694094Z', '2024-10-27T09:55:30.991483Z', '2024-10-26T08:29:37.609644Z', '2024-10-26T07:58:45.367363Z', '2024-10-26T07:47:02.280465Z', '2024-10-26T07:09:47.673127Z']}"
62,900,Khaider,"{'challenge_name': [""Let's Vibe"", 'Follow Us', 'Log-ical - Part 1', '10 Round', 'Welcome to UrchinSec', 'Destination', 'RedHand', 'Syringe', 'Heart'], 'challenge_category': ['Reverse Engineering', 'OSINT', 'Forensics', 'Forensics', 'Miscellaneous ', 'Cryptography', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Secure Code Reviewing'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-10-27T18:52:46.251819Z', '2024-10-27T18:48:50.837329Z', '2024-10-26T11:14:36.337126Z', '2024-10-26T11:12:49.358182Z', '2024-10-26T11:11:16.278431Z', '2024-10-26T10:28:18.287459Z', '2024-10-26T10:17:19.084302Z', '2024-10-26T08:46:08.337471Z', '2024-10-26T08:36:33.396322Z']}"
