Position,points,name,challenge
63,800,Mlambo,"{'challenge_name': ['Open Letter', 'Syringe', 'RedHand', 'Log-ical - Part 1', '10 Round', 'Destination'], 'challenge_category': ['Forensics', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Forensics', 'Forensics', 'Cryptography'], 'challenge_points': ['300', '100', '100', '100', '100', '100'], 'solve_time': ['2024-10-26T10:13:08.607024Z', '2024-10-26T09:34:27.636804Z', '2024-10-26T09:31:44.713640Z', '2024-10-26T08:10:48.975735Z', '2024-10-26T07:11:51.825240Z', '2024-10-26T06:24:54.549561Z']}"
64,800,black_sky,"{'challenge_name': ['Log-ical - Part 1', 'Follow Us', 'WarmUp', 'Destination', '10 Round', 'Welcome to UrchinSec'], 'challenge_category': ['Forensics', 'OSINT', 'Cryptography', 'Cryptography', 'Forensics', 'Miscellaneous '], 'challenge_points': ['100', '100', '300', '100', '100', '100'], 'solve_time': ['2024-10-26T11:13:19.103122Z', '2024-10-26T09:05:30.597431Z', '2024-10-26T09:02:49.467101Z', '2024-10-26T08:33:09.985728Z', '2024-10-26T06:52:52.127383Z', '2024-10-26T06:33:58.680891Z']}"
65,800,hushkat,"{'challenge_name': ['Log-ical - Part 1', 'Box', '10 Round', 'WarmUp', 'Ugomvi', 'Destination'], 'challenge_category': ['Forensics', 'Cryptography', 'Forensics', 'Cryptography', 'Cryptography', 'Cryptography'], 'challenge_points': ['100', '100', '100', '300', '100', '100'], 'solve_time': ['2024-10-26T12:32:56.116849Z', '2024-10-26T11:44:05.752230Z', '2024-10-26T10:56:13.142016Z', '2024-10-26T10:40:26.901604Z', '2024-10-26T10:28:10.495296Z', '2024-10-26T09:29:36.357084Z']}"
66,800,tikku,"{'challenge_name': ['10 Round', 'Destination', 'Log-ical - Part 1', 'RedHand', 'Syringe', 'Heart', 'Welcome to UrchinSec', 'Follow Us'], 'challenge_category': ['Forensics', 'Cryptography', 'Forensics', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Miscellaneous ', 'OSINT'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-10-26T15:29:20.602860Z', '2024-10-26T10:04:55.889332Z', '2024-10-26T10:00:13.529735Z', '2024-10-26T07:47:59.354482Z', '2024-10-26T07:43:41.136691Z', '2024-10-26T07:30:57.034214Z', '2024-10-26T06:50:07.343043Z', '2024-10-26T06:06:04.813267Z']}"
67,800,XxymbolL,"{'challenge_name': ['WarmUp', 'Open Letter', 'Destination', '10 Round'], 'challenge_category': ['Cryptography', 'Forensics', 'Cryptography', 'Forensics'], 'challenge_points': ['300', '300', '100', '100'], 'solve_time': ['2024-10-26T16:59:35.481099Z', '2024-10-26T16:46:15.783057Z', '2024-10-26T10:58:27.779361Z', '2024-10-26T10:27:20.758671Z']}"
68,800,liuzibo,"{'challenge_name': ['Shifty Business', 'Welcome to UrchinSec', 'WarmUp', 'Destination', 'Log-ical - Part 1', 'Syringe'], 'challenge_category': ['Cryptography', 'Miscellaneous ', 'Cryptography', 'Cryptography', 'Forensics', 'Secure Code Reviewing'], 'challenge_points': ['100', '100', '300', '100', '100', '100'], 'solve_time': ['2024-10-27T03:19:21.908942Z', '2024-10-26T12:23:38.816554Z', '2024-10-26T11:57:05.640367Z', '2024-10-26T10:54:55.823332Z', '2024-10-26T07:57:06.991584Z', '2024-10-26T07:14:18.011086Z']}"
69,800,V5November,"{'challenge_name': ['Open Letter', '10 Round', 'Shifty Business', 'Heart', 'RedHand', 'Syringe'], 'challenge_category': ['Forensics', 'Forensics', 'Cryptography', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Secure Code Reviewing'], 'challenge_points': ['300', '100', '100', '100', '100', '100'], 'solve_time': ['2024-10-27T18:21:23.104583Z', '2024-10-27T13:59:31.600400Z', '2024-10-27T13:19:19.956790Z', '2024-10-27T13:15:23.564059Z', '2024-10-27T13:13:12.427953Z', '2024-10-27T13:09:44.514696Z']}"
70,790,claytsunami,"{'challenge_name': ['WarmUp', 'Destination', 'Syringe', 'RedHand', 'Heart', 'Welcome to UrchinSec'], 'challenge_category': ['Cryptography', 'Cryptography', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Miscellaneous '], 'challenge_points': ['300', '100', '100', '100', '100', '100'], 'solve_time': ['2024-10-27T11:21:59.827093Z', '2024-10-27T11:15:57.302655Z', '2024-10-27T10:55:01.503429Z', '2024-10-27T10:53:04.571233Z', '2024-10-27T10:46:26.060201Z', '2024-10-27T10:37:14.592406Z']}"
71,790,Ibex-cyber-intelligence,"{'challenge_name': [""Let's Vibe"", 'Log-ical - Part 1', 'Open Letter', 'RedHand', 'Syringe', 'Heart'], 'challenge_category': ['Reverse Engineering', 'Forensics', 'Forensics', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Secure Code Reviewing'], 'challenge_points': ['100', '100', '300', '100', '100', '100'], 'solve_time': ['2024-10-27T16:03:17.038854Z', '2024-10-27T12:44:38.813330Z', '2024-10-27T08:28:19.899416Z', '2024-10-27T04:33:04.612066Z', '2024-10-27T03:11:27.843762Z', '2024-10-27T03:07:16.042932Z']}"
72,750,kaizoku,"{'challenge_name': ['RedHand', 'Welcome to UrchinSec', 'Log-ical - Part 1', 'Destination', '10 Round', 'Syringe', 'Heart', 'Follow Us'], 'challenge_category': ['Secure Code Reviewing', 'Miscellaneous ', 'Forensics', 'Cryptography', 'Forensics', 'Secure Code Reviewing', 'Secure Code Reviewing', 'OSINT'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-10-26T09:55:46.815109Z', '2024-10-26T09:06:01.893600Z', '2024-10-26T08:42:54.794680Z', '2024-10-26T08:11:17.096639Z', '2024-10-26T08:02:24.665731Z', '2024-10-26T07:14:44.594205Z', '2024-10-26T06:59:14.520794Z', '2024-10-26T06:20:32.193641Z']}"
73,700,fzhshzh,"{'challenge_name': ['Syringe', 'Heart', ""Let's Vibe"", 'Follow Us', 'Welcome to UrchinSec', '10 Round', 'Destination'], 'challenge_category': ['Secure Code Reviewing', 'Secure Code Reviewing', 'Reverse Engineering', 'OSINT', 'Miscellaneous ', 'Forensics', 'Cryptography'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-10-27T06:02:58.944158Z', '2024-10-27T05:53:25.673642Z', '2024-10-27T05:47:45.819865Z', '2024-10-27T05:32:30.257544Z', '2024-10-27T05:30:36.144168Z', '2024-10-27T05:23:42.278623Z', '2024-10-26T23:56:18.459055Z']}"
74,700,zhuozhenwei,"{'challenge_name': ['Welcome to UrchinSec', 'WarmUp', 'Destination', 'Log-ical - Part 1', 'Syringe'], 'challenge_category': ['Miscellaneous ', 'Cryptography', 'Cryptography', 'Forensics', 'Secure Code Reviewing'], 'challenge_points': ['100', '300', '100', '100', '100'], 'solve_time': ['2024-10-27T07:13:41.084349Z', '2024-10-27T07:04:37.484848Z', '2024-10-27T06:45:06.452133Z', '2024-10-27T03:39:58.699438Z', '2024-10-27T03:24:11.401970Z']}"
75,600,h4ck3r255,"{'challenge_name': ['Log-ical - Part 1', 'Syringe', '10 Round', 'Follow Us', 'Destination', 'Welcome to UrchinSec'], 'challenge_category': ['Forensics', 'Secure Code Reviewing', 'Forensics', 'OSINT', 'Cryptography', 'Miscellaneous '], 'challenge_points': ['100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-10-26T21:25:49.477870Z', '2024-10-26T20:41:26.539830Z', '2024-10-26T18:44:01.937779Z', '2024-10-26T14:27:33.653527Z', '2024-10-26T10:18:57.488812Z', '2024-10-26T09:50:43.733078Z']}"
76,600,EthicalHackersClub,"{'challenge_name': ['10 Round', 'Follow Us', 'Syringe', 'RedHand', 'Heart', 'Welcome to UrchinSec'], 'challenge_category': ['Forensics', 'OSINT', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Miscellaneous '], 'challenge_points': ['100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-10-27T05:22:32.180861Z', '2024-10-27T05:15:26.791829Z', '2024-10-27T05:06:20.248272Z', '2024-10-27T05:04:50.633814Z', '2024-10-27T05:02:40.357295Z', '2024-10-26T12:41:31.105791Z']}"
77,600,hazey,"{'challenge_name': ['Box', 'Ugomvi', 'Syringe', 'RedHand', 'Log-ical - Part 1', 'Destination'], 'challenge_category': ['Cryptography', 'Cryptography', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Forensics', 'Cryptography'], 'challenge_points': ['100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-10-27T11:37:03.041176Z', '2024-10-27T10:58:33.534881Z', '2024-10-27T10:35:26.371988Z', '2024-10-27T10:31:45.118376Z', '2024-10-27T10:12:44.068468Z', '2024-10-27T09:03:59.513283Z']}"
78,600,nexus-nektar291,"{'challenge_name': ['Log-ical - Part 1', 'Heart', 'Shifty Business', 'RedHand', 'Syringe', 'Welcome to UrchinSec'], 'challenge_category': ['Forensics', 'Secure Code Reviewing', 'Cryptography', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Miscellaneous '], 'challenge_points': ['100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-10-27T16:07:50.296633Z', '2024-10-27T16:01:25.818525Z', '2024-10-27T12:29:16.240739Z', '2024-10-27T12:10:04.267144Z', '2024-10-27T12:07:51.063853Z', '2024-10-27T11:16:44.613380Z']}"
79,500,arch_nexus707,"{'challenge_name': ['Log-ical - Part 1', '10 Round', 'RedHand', 'Syringe', 'Heart'], 'challenge_category': ['Forensics', 'Forensics', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Secure Code Reviewing'], 'challenge_points': ['100', '100', '100', '100', '100'], 'solve_time': ['2024-10-26T09:26:33.133964Z', '2024-10-26T09:26:08.478492Z', '2024-10-26T09:25:28.439159Z', '2024-10-26T06:35:22.506685Z', '2024-10-26T06:30:21.324529Z']}"
80,500,EyeWon,"{'challenge_name': ['Pyrison'], 'challenge_category': ['Web Security'], 'challenge_points': ['500'], 'solve_time': ['2024-10-26T09:39:56.784527Z']}"
81,500,root-a2,"{'challenge_name': ['Welcome to UrchinSec', 'Open Letter', 'Log-ical - Part 1'], 'challenge_category': ['Miscellaneous ', 'Forensics', 'Forensics'], 'challenge_points': ['100', '300', '100'], 'solve_time': ['2024-10-26T10:20:25.324195Z', '2024-10-26T10:00:28.055314Z', '2024-10-26T09:54:33.019377Z']}"
82,500,hack3rpro,"{'challenge_name': ['Log-ical - Part 1', 'Destination', 'Welcome to UrchinSec', 'Follow Us', 'Heart'], 'challenge_category': ['Forensics', 'Cryptography', 'Miscellaneous ', 'OSINT', 'Secure Code Reviewing'], 'challenge_points': ['100', '100', '100', '100', '100'], 'solve_time': ['2024-10-26T10:37:47.847811Z', '2024-10-26T09:15:08.489701Z', '2024-10-26T09:13:03.837791Z', '2024-10-26T09:04:05.435606Z', '2024-10-26T08:44:16.730698Z']}"
83,500,R4VAN,"{'challenge_name': ['Log-ical - Part 1', '10 Round', 'Destination', 'Welcome to UrchinSec', 'Follow Us'], 'challenge_category': ['Forensics', 'Forensics', 'Cryptography', 'Miscellaneous ', 'OSINT'], 'challenge_points': ['100', '100', '100', '100', '100'], 'solve_time': ['2024-10-26T14:25:13.645253Z', '2024-10-26T11:48:59.181936Z', '2024-10-26T11:14:38.717116Z', '2024-10-26T10:56:07.269226Z', '2024-10-26T10:40:16.746920Z']}"
84,500,garux,"{'challenge_name': ['Follow Us', 'Log-ical - Part 1', ""Let's Vibe"", 'Syringe', 'Destination'], 'challenge_category': ['OSINT', 'Forensics', 'Reverse Engineering', 'Secure Code Reviewing', 'Cryptography'], 'challenge_points': ['100', '100', '100', '100', '100'], 'solve_time': ['2024-10-26T15:16:24.702581Z', '2024-10-26T15:05:30.075857Z', '2024-10-26T14:40:35.656097Z', '2024-10-26T14:31:15.160162Z', '2024-10-26T14:15:37.512832Z']}"
85,500,Flag Addict,"{'challenge_name': ['Log-ical - Part 1', 'Syringe', 'RedHand', 'Heart', 'Follow Us'], 'challenge_category': ['Forensics', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Secure Code Reviewing', 'OSINT'], 'challenge_points': ['100', '100', '100', '100', '100'], 'solve_time': ['2024-10-26T20:20:03.360432Z', '2024-10-26T19:44:36.674632Z', '2024-10-26T19:43:07.633700Z', '2024-10-26T19:39:10.898708Z', '2024-10-26T19:15:57.158364Z']}"
86,500,PlainPlacebo,"{'challenge_name': ['Open Letter', '10 Round', 'Destination'], 'challenge_category': ['Forensics', 'Forensics', 'Cryptography'], 'challenge_points': ['300', '100', '100'], 'solve_time': ['2024-10-27T08:48:01.738734Z', '2024-10-26T08:10:27.250380Z', '2024-10-26T07:40:26.001041Z']}"
87,500,Praise,"{'challenge_name': ['Follow Us', 'RedHand', 'Syringe', 'Heart', 'Welcome to UrchinSec'], 'challenge_category': ['OSINT', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Miscellaneous '], 'challenge_points': ['100', '100', '100', '100', '100'], 'solve_time': ['2024-10-27T17:19:52.091324Z', '2024-10-27T17:06:37.090476Z', '2024-10-27T16:20:08.894861Z', '2024-10-27T16:10:29.638316Z', '2024-10-27T15:35:55.911460Z']}"
88,450,g3m3nt3lm3n,"{'challenge_name': ['Welcome to UrchinSec', 'Log-ical - Part 1', 'Destination', 'Syringe', 'Heart'], 'challenge_category': ['Miscellaneous ', 'Forensics', 'Cryptography', 'Secure Code Reviewing', 'Secure Code Reviewing'], 'challenge_points': ['100', '100', '100', '100', '100'], 'solve_time': ['2024-10-26T13:01:22.860578Z', '2024-10-26T11:01:07.615856Z', '2024-10-26T09:44:02.526869Z', '2024-10-26T08:59:30.278701Z', '2024-10-26T08:54:59.935743Z']}"
89,400,Radiant,"{'challenge_name': ['WarmUp', 'Destination'], 'challenge_category': ['Cryptography', 'Cryptography'], 'challenge_points': ['300', '100'], 'solve_time': ['2024-10-26T16:59:14.551756Z', '2024-10-26T15:26:01.343729Z']}"
90,400,yousif,"{'challenge_name': ['Destination', 'Box', 'ABC Phonics', 'Welcome to UrchinSec'], 'challenge_category': ['Cryptography', 'Cryptography', 'Cryptography', 'Miscellaneous '], 'challenge_points': ['100', '100', '100', '100'], 'solve_time': ['2024-10-27T18:47:24.893953Z', '2024-10-27T18:42:43.210237Z', '2024-10-27T18:39:30.704804Z', '2024-10-27T17:25:24.105596Z']}"
91,390,x03e,"{'challenge_name': ['Destination', 'Box', 'Follow Us', 'Welcome to UrchinSec'], 'challenge_category': ['Cryptography', 'Cryptography', 'OSINT', 'Miscellaneous '], 'challenge_points': ['100', '100', '100', '100'], 'solve_time': ['2024-10-26T11:45:12.072629Z', '2024-10-26T11:41:36.171644Z', '2024-10-26T07:20:58.572687Z', '2024-10-26T07:20:05.144496Z']}"
92,390,sudosu01,"{'challenge_name': ['Log-ical - Part 1', 'Heart', 'Syringe', 'RedHand'], 'challenge_category': ['Forensics', 'Secure Code Reviewing', 'Secure Code Reviewing', 'Secure Code Reviewing'], 'challenge_points': ['100', '100', '100', '100'], 'solve_time': ['2024-10-26T15:18:43.950639Z', '2024-10-26T09:53:29.408444Z', '2024-10-26T09:17:46.972935Z', '2024-10-26T09:13:31.623063Z']}"
93,350,Safiullah Shamim,"{'challenge_name': ['Log-ical - Part 1', '10 Round', 'Ugomvi', 'Destination'], 'challenge_category': ['Forensics', 'Forensics', 'Cryptography', 'Cryptography'], 'challenge_points': ['100', '100', '100', '100'], 'solve_time': ['2024-10-26T12:52:21.285064Z', '2024-10-26T12:23:20.997013Z', '2024-10-26T10:55:49.011684Z', '2024-10-26T10:14:32.337500Z']}"
94,300,hack,"{'challenge_name': ['Heart', 'Ugomvi', 'Destination'], 'challenge_category': ['Secure Code Reviewing', 'Cryptography', 'Cryptography'], 'challenge_points': ['100', '100', '100'], 'solve_time': ['2024-10-26T07:35:04.512316Z', '2024-10-26T07:10:16.103376Z', '2024-10-26T06:09:41.927679Z']}"
95,300,snick,"{'challenge_name': ['10 Round', 'Follow Us', 'Welcome to UrchinSec'], 'challenge_category': ['Forensics', 'OSINT', 'Miscellaneous '], 'challenge_points': ['100', '100', '100'], 'solve_time': ['2024-10-26T08:32:45.191352Z', '2024-10-26T07:30:39.850682Z', '2024-10-26T07:23:02.308916Z']}"
96,300,Ishayu,"{'challenge_name': ['Heart', 'Follow Us', 'Welcome to UrchinSec'], 'challenge_category': ['Secure Code Reviewing', 'OSINT', 'Miscellaneous '], 'challenge_points': ['100', '100', '100'], 'solve_time': ['2024-10-26T09:23:36.758458Z', '2024-10-26T09:19:54.637007Z', '2024-10-26T08:46:09.404293Z']}"
97,300,jofi,"{'challenge_name': ['Destination', 'Welcome to UrchinSec', 'Follow Us'], 'challenge_category': ['Cryptography', 'Miscellaneous ', 'OSINT'], 'challenge_points': ['100', '100', '100'], 'solve_time': ['2024-10-26T09:45:03.042322Z', '2024-10-26T09:40:28.981653Z', '2024-10-26T09:39:23.345550Z']}"
98,300,nabeelirs,"{'challenge_name': ['10 Round', 'Ugomvi', 'Destination'], 'challenge_category': ['Forensics', 'Cryptography', 'Cryptography'], 'challenge_points': ['100', '100', '100'], 'solve_time': ['2024-10-26T12:47:08.143458Z', '2024-10-26T12:20:45.985191Z', '2024-10-26T12:18:29.585892Z']}"
99,300,Manugulilo,"{'challenge_name': ['Welcome to UrchinSec', 'RedHand', 'Syringe'], 'challenge_category': ['Miscellaneous ', 'Secure Code Reviewing', 'Secure Code Reviewing'], 'challenge_points': ['100', '100', '100'], 'solve_time': ['2024-10-26T14:38:46.469906Z', '2024-10-26T13:32:38.157637Z', '2024-10-26T13:29:15.785350Z']}"
100,300,Amdoda,"{'challenge_name': ['Syringe', 'RedHand', 'Heart'], 'challenge_category': ['Secure Code Reviewing', 'Secure Code Reviewing', 'Secure Code Reviewing'], 'challenge_points': ['100', '100', '100'], 'solve_time': ['2024-10-26T20:10:10.691776Z', '2024-10-26T20:05:21.635633Z', '2024-10-26T19:50:40.732937Z']}"
101,300,zc,"{'challenge_name': ['Welcome to UrchinSec', 'Destination', 'Log-ical - Part 1'], 'challenge_category': ['Miscellaneous ', 'Cryptography', 'Forensics'], 'challenge_points': ['100', '100', '100'], 'solve_time': ['2024-10-27T09:07:26.439613Z', '2024-10-27T09:01:47.603645Z', '2024-10-27T08:51:07.628390Z']}"
102,300,Panda,"{'challenge_name': ['Box', 'Syringe', 'Log-ical - Part 1'], 'challenge_category': ['Cryptography', 'Secure Code Reviewing', 'Forensics'], 'challenge_points': ['100', '100', '100'], 'solve_time': ['2024-10-27T17:50:37.600464Z', '2024-10-26T08:44:19.924483Z', '2024-10-26T07:53:14.243698Z']}"
103,200,fsoc13ty^,"{'challenge_name': ['Destination', 'Follow Us'], 'challenge_category': ['Cryptography', 'OSINT'], 'challenge_points': ['100', '100'], 'solve_time': ['2024-10-26T07:00:32.388526Z', '2024-10-26T06:57:35.182322Z']}"
104,200,hombing,"{'challenge_name': ['Follow Us', 'Welcome to UrchinSec'], 'challenge_category': ['OSINT', 'Miscellaneous '], 'challenge_points': ['100', '100'], 'solve_time': ['2024-10-26T10:28:38.367035Z', '2024-10-26T10:27:49.706624Z']}"
105,200,flavy,"{'challenge_name': ['Box', 'Destination'], 'challenge_category': ['Cryptography', 'Cryptography'], 'challenge_points': ['100', '100'], 'solve_time': ['2024-10-26T12:14:01.333002Z', '2024-10-26T12:06:13.885539Z']}"
106,200,Iguano,"{'challenge_name': ['Ugomvi', 'Destination'], 'challenge_category': ['Cryptography', 'Cryptography'], 'challenge_points': ['100', '100'], 'solve_time': ['2024-10-26T16:53:27.183417Z', '2024-10-26T16:34:15.941809Z']}"
107,200,Solex55,"{'challenge_name': ['Syringe', 'RedHand'], 'challenge_category': ['Secure Code Reviewing', 'Secure Code Reviewing'], 'challenge_points': ['100', '100'], 'solve_time': ['2024-10-27T00:21:26.250530Z', '2024-10-27T00:12:43.037046Z']}"
108,200,IssHoFGG,"{'challenge_name': ['Follow Us', 'Destination'], 'challenge_category': ['OSINT', 'Cryptography'], 'challenge_points': ['100', '100'], 'solve_time': ['2024-10-27T14:12:44.042763Z', '2024-10-26T09:24:20.190454Z']}"
109,200,safe_zone,"{'challenge_name': ['Welcome to UrchinSec', 'Follow Us'], 'challenge_category': ['Miscellaneous ', 'OSINT'], 'challenge_points': ['100', '100'], 'solve_time': ['2024-10-27T16:17:08.843101Z', '2024-10-26T17:44:19.521246Z']}"
110,140,samsoncharles,"{'challenge_name': ['RedHand', 'Heart'], 'challenge_category': ['Secure Code Reviewing', 'Secure Code Reviewing'], 'challenge_points': ['100', '100'], 'solve_time': ['2024-10-26T10:01:21.654263Z', '2024-10-26T06:38:46.182477Z']}"
111,100,mbukuzdulu,"{'challenge_name': ['Welcome to UrchinSec'], 'challenge_category': ['Miscellaneous '], 'challenge_points': ['100'], 'solve_time': ['2024-10-26T07:39:55.871761Z']}"
112,100,BlasterBobXRP,"{'challenge_name': ['Destination'], 'challenge_category': ['Cryptography'], 'challenge_points': ['100'], 'solve_time': ['2024-10-26T07:39:59.136064Z']}"
113,100,sazid,"{'challenge_name': ['Destination'], 'challenge_category': ['Cryptography'], 'challenge_points': ['100'], 'solve_time': ['2024-10-26T07:57:13.986519Z']}"
114,100,Vir,"{'challenge_name': ['Welcome to UrchinSec'], 'challenge_category': ['Miscellaneous '], 'challenge_points': ['100'], 'solve_time': ['2024-10-26T10:22:36.104665Z']}"
115,100,t3st,"{'challenge_name': ['Destination'], 'challenge_category': ['Cryptography'], 'challenge_points': ['100'], 'solve_time': ['2024-10-26T10:25:59.071983Z']}"
116,100,X,"{'challenge_name': ['Box'], 'challenge_category': ['Cryptography'], 'challenge_points': ['100'], 'solve_time': ['2024-10-26T12:06:37.833182Z']}"
117,100,gentoo,"{'challenge_name': ['Destination'], 'challenge_category': ['Cryptography'], 'challenge_points': ['100'], 'solve_time': ['2024-10-26T14:20:40.411836Z']}"
118,100,milo,"{'challenge_name': ['Syringe'], 'challenge_category': ['Secure Code Reviewing'], 'challenge_points': ['100'], 'solve_time': ['2024-10-26T14:51:34.492303Z']}"
119,100,iamg,"{'challenge_name': ['Log-ical - Part 1'], 'challenge_category': ['Forensics'], 'challenge_points': ['100'], 'solve_time': ['2024-10-26T15:24:11.648351Z']}"
120,100,Gruq,"{'challenge_name': ['Welcome to UrchinSec'], 'challenge_category': ['Miscellaneous '], 'challenge_points': ['100'], 'solve_time': ['2024-10-26T16:20:23.757285Z']}"
121,100,MRWhiteCap,"{'challenge_name': ['Destination'], 'challenge_category': ['Cryptography'], 'challenge_points': ['100'], 'solve_time': ['2024-10-26T19:20:27.785857Z']}"
122,100,ScaRed,"{'challenge_name': ['Welcome to UrchinSec'], 'challenge_category': ['Miscellaneous '], 'challenge_points': ['100'], 'solve_time': ['2024-10-26T22:09:51.863719Z']}"
123,100,stux,"{'challenge_name': ['Follow Us'], 'challenge_category': ['OSINT'], 'challenge_points': ['100'], 'solve_time': ['2024-10-27T12:07:58.303569Z']}"
124,100,elvis,"{'challenge_name': ['Destination'], 'challenge_category': ['Cryptography'], 'challenge_points': ['100'], 'solve_time': ['2024-10-27T14:54:40.368040Z']}"
125,50,Paradox,"{'challenge_name': ['Destination'], 'challenge_category': ['Cryptography'], 'challenge_points': ['100'], 'solve_time': ['2024-10-26T08:52:38.585187Z']}"
126,40,Nessus,"{'challenge_name': ['Follow Us'], 'challenge_category': ['OSINT'], 'challenge_points': ['100'], 'solve_time': ['2024-10-26T07:10:43.916652Z']}"
