,points,name,challenge
34,1150,tập làm người xấu,"{'challenge_name': ['S1mple', 'The Chamber of Flag', 'animal', 're01', 'Home sweet home', 'CPUsage', 'Sparks', 'Another one', 'X Éc Éc', 'shellcode 1', 'Corrupted Hard Drive', 'Welcome'], 'challenge_category': ['Web', 'Reverse Engineering', 'Reverse Engineering', 'Reverse Engineering', 'Osint', 'Forensics', 'Osint', 'Web', 'Web', 'PWN', 'Forensics', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '50'], 'solve_time': ['2024-10-27T08:12:21.331467Z', '2024-10-27T06:29:35.730319Z', '2024-10-27T06:24:28.534892Z', '2024-10-27T05:28:38.789464Z', '2024-10-27T01:09:56.769304Z', '2024-10-26T23:13:30.107577Z', '2024-10-26T13:02:27.397395Z', '2024-10-26T10:33:59.514193Z', '2024-10-26T09:58:07.403945Z', '2024-10-26T09:11:15.136329Z', '2024-10-26T06:36:37.315359Z', '2024-10-26T02:04:53.712204Z']}"
35,1127,flagbot,"{'challenge_name': ['shellcode 1', 'ShareMixer1', 'ShareMixer2', 'Sign', 'thats so random', 'Another one', 'Welcome'], 'challenge_category': ['PWN', 'Cryptography', 'Cryptography', 'Cryptography', 'Cryptography', 'Web', 'Misc'], 'challenge_points': ['100', '100', '100', '214', '463', '100', '50'], 'solve_time': ['2024-10-27T05:06:39.644369Z', '2024-10-27T04:22:46.699964Z', '2024-10-27T01:54:03.934310Z', '2024-10-27T00:10:15.954178Z', '2024-10-26T21:29:30.036303Z', '2024-10-26T14:17:02.764376Z', '2024-10-26T02:18:15.067452Z']}"
36,1064,KAIST GoN,"{'challenge_name': ['Game of Luck', 'ShareMixer2', 'Sparks', 'Sign', 'ShareMixer1', 'Another one', 'X Éc Éc', 'shellcode 2', 'shellcode 1', 'Welcome'], 'challenge_category': ['PWN', 'Cryptography', 'Osint', 'Cryptography', 'Cryptography', 'Web', 'Web', 'PWN', 'PWN', 'Misc'], 'challenge_points': ['100', '100', '100', '214', '100', '100', '100', '100', '100', '50'], 'solve_time': ['2024-10-26T19:42:53.971224Z', '2024-10-26T15:24:14.260065Z', '2024-10-26T12:48:37.893977Z', '2024-10-26T11:55:12.254943Z', '2024-10-26T09:37:01.681443Z', '2024-10-26T08:13:09.591392Z', '2024-10-26T07:40:50.632058Z', '2024-10-26T06:40:28.497385Z', '2024-10-26T04:08:05.073049Z', '2024-10-26T02:16:36.517889Z']}"
37,1050,WE_0WN_Y0U,"{'challenge_name': ['no_name', 'Game of Luck', 'shellcode 2', 'shellcode 1', 're02', 're01', 'S1mple', 'The Chamber of Flag', 'Sparks', 'Another one', 'Welcome'], 'challenge_category': ['PWN', 'PWN', 'PWN', 'PWN', 'Reverse Engineering', 'Reverse Engineering', 'Web', 'Reverse Engineering', 'Osint', 'Web', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '50'], 'solve_time': ['2024-10-26T23:51:21.243100Z', '2024-10-26T18:54:25.114041Z', '2024-10-26T17:50:21.517043Z', '2024-10-26T17:09:08.773213Z', '2024-10-26T15:15:24.109280Z', '2024-10-26T13:40:55.489073Z', '2024-10-26T12:39:14.676860Z', '2024-10-26T12:18:35.168579Z', '2024-10-26T11:59:10.840100Z', '2024-10-26T10:22:42.423198Z', '2024-10-26T03:22:18.398507Z']}"
38,964,BunkyoWesterns,"{'challenge_name': ['Sign', 're01', 'no_name', 'Game of Luck', 'Another one', 'shellcode 1', 'shellcode 2', 'X Éc Éc', 'Welcome'], 'challenge_category': ['Cryptography', 'Reverse Engineering', 'PWN', 'PWN', 'Web', 'PWN', 'PWN', 'Web', 'Misc'], 'challenge_points': ['214', '100', '100', '100', '100', '100', '100', '100', '50'], 'solve_time': ['2024-10-27T00:37:53.488066Z', '2024-10-27T00:07:54.165644Z', '2024-10-27T00:06:30.913586Z', '2024-10-27T00:05:11.087407Z', '2024-10-26T07:52:29.386829Z', '2024-10-26T07:26:11.431277Z', '2024-10-26T07:16:27.011486Z', '2024-10-26T06:17:34.260376Z', '2024-10-26T02:05:24.673652Z']}"
39,950,Megaricano,"{'challenge_name': ['CPUsage', 'no_name', 'Game of Luck', 'S1mple', 'Sparks', 'Another one', 'shellcode 2', 'X Éc Éc', 'shellcode 1', 'Welcome'], 'challenge_category': ['Forensics', 'PWN', 'PWN', 'Web', 'Osint', 'Web', 'PWN', 'Web', 'PWN', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100', '100', '50'], 'solve_time': ['2024-10-27T04:48:18.740789Z', '2024-10-26T18:07:15.107082Z', '2024-10-26T16:02:05.605910Z', '2024-10-26T14:18:07.389718Z', '2024-10-26T11:56:39.576633Z', '2024-10-26T07:55:39.687664Z', '2024-10-26T05:34:10.314937Z', '2024-10-26T03:34:12.577061Z', '2024-10-26T03:13:53.970743Z', '2024-10-26T02:30:59.842268Z']}"
40,950,Pwn4s0n1c,"{'challenge_name': ['re01', 'Another one', 'ShareMixer2', 'no_name', 'Game of Luck', 'Sparks', 'shellcode 2', 'ShareMixer1', 'shellcode 1', 'Welcome'], 'challenge_category': ['Reverse Engineering', 'Web', 'Cryptography', 'PWN', 'PWN', 'Osint', 'PWN', 'Cryptography', 'PWN', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100', '100', '50'], 'solve_time': ['2024-10-27T07:31:42.419095Z', '2024-10-27T06:00:47.367744Z', '2024-10-27T04:07:02.677386Z', '2024-10-27T01:15:21.574393Z', '2024-10-26T21:32:05.067417Z', '2024-10-26T13:37:29.575918Z', '2024-10-26T10:48:32.276624Z', '2024-10-26T07:02:59.337776Z', '2024-10-26T06:17:11.010906Z', '2024-10-26T02:43:44.036515Z']}"
41,950,SKSD,"{'challenge_name': ['Game of Luck', 'Corrupted Hard Drive', 'S1mple', 're02', 'Another one', 'shellcode 2', 'shellcode 1', 're01', 'X Éc Éc', 'Welcome'], 'challenge_category': ['PWN', 'Forensics', 'Web', 'Reverse Engineering', 'Web', 'PWN', 'PWN', 'Reverse Engineering', 'Web', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100', '100', '50'], 'solve_time': ['2024-10-27T07:48:26.995323Z', '2024-10-26T18:34:01.361261Z', '2024-10-26T12:44:55.824917Z', '2024-10-26T12:02:13.901439Z', '2024-10-26T08:40:17.318144Z', '2024-10-26T07:57:25.591343Z', '2024-10-26T07:33:38.897850Z', '2024-10-26T02:36:48.052846Z', '2024-10-26T02:12:32.646912Z', '2024-10-26T02:04:42.778103Z']}"
42,950,jcungdc,"{'challenge_name': ['re02', 'CPUsage', 'Home sweet home', 'animal', 'Sparks', 'shellcode 1', 'Corrupted Hard Drive', 'shellcode 2', 're01', 'Welcome'], 'challenge_category': ['Reverse Engineering', 'Forensics', 'Osint', 'Reverse Engineering', 'Osint', 'PWN', 'Forensics', 'PWN', 'Reverse Engineering', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100', '100', '50'], 'solve_time': ['2024-10-27T08:48:00.516337Z', '2024-10-27T07:55:30.253667Z', '2024-10-27T04:52:04.282103Z', '2024-10-27T03:48:45.111876Z', '2024-10-26T14:42:49.391133Z', '2024-10-26T10:04:42.270429Z', '2024-10-26T09:58:28.759006Z', '2024-10-26T09:14:49.522067Z', '2024-10-26T04:52:29.545435Z', '2024-10-26T03:21:43.084521Z']}"
43,913,flame,"{'challenge_name': ['Sparks', 'thats so random', 'Another one', 'ShareMixer2', 'ShareMixer1', 'Welcome'], 'challenge_category': ['Osint', 'Cryptography', 'Web', 'Cryptography', 'Cryptography', 'Misc'], 'challenge_points': ['100', '463', '100', '100', '100', '50'], 'solve_time': ['2024-10-27T05:49:19.366357Z', '2024-10-26T21:43:08.340369Z', '2024-10-26T20:36:27.051306Z', '2024-10-26T18:24:56.867136Z', '2024-10-26T17:02:44.007087Z', '2024-10-26T02:05:29.295151Z']}"
44,850,InfoSecIITR,"{'challenge_name': ['ShareMixer2', 'CPUsage', 'Sparks', 'Another one', 'Corrupted Hard Drive', 'shellcode 2', 'ShareMixer1', 'shellcode 1', 'Welcome'], 'challenge_category': ['Cryptography', 'Forensics', 'Osint', 'Web', 'Forensics', 'PWN', 'Cryptography', 'PWN', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100', '50'], 'solve_time': ['2024-10-26T22:26:56.227296Z', '2024-10-26T20:01:33.809992Z', '2024-10-26T15:53:18.170865Z', '2024-10-26T14:42:42.948246Z', '2024-10-26T13:17:14.006036Z', '2024-10-26T04:58:18.165214Z', '2024-10-26T04:14:28.471239Z', '2024-10-26T03:14:20.178365Z', '2024-10-26T02:21:44.359709Z']}"
45,850,CSG,"{'challenge_name': ['re02', 'Game of Luck', 'Sparks', 'Home sweet home', 'X Éc Éc', 'Another one', 'shellcode 2', 'shellcode 1', 'Welcome'], 'challenge_category': ['Reverse Engineering', 'PWN', 'Osint', 'Osint', 'Web', 'Web', 'PWN', 'PWN', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100', '50'], 'solve_time': ['2024-10-27T04:07:14.102035Z', '2024-10-27T04:00:24.522620Z', '2024-10-27T02:23:03.521258Z', '2024-10-27T02:17:10.802210Z', '2024-10-26T19:12:35.748996Z', '2024-10-26T18:38:51.292274Z', '2024-10-26T07:17:43.792274Z', '2024-10-26T06:31:25.216090Z', '2024-10-26T04:19:48.607968Z']}"
46,750,xSTF,"{'challenge_name': ['shellcode 2', 'shellcode 1', 'S1mple', 'CPUsage', 'X Éc Éc', 'Another one', 'Sparks', 'Welcome'], 'challenge_category': ['PWN', 'PWN', 'Web', 'Forensics', 'Web', 'Web', 'Osint', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '50'], 'solve_time': ['2024-10-27T04:56:27.114064Z', '2024-10-27T03:37:21.198331Z', '2024-10-27T00:57:19.539755Z', '2024-10-26T23:49:38.975617Z', '2024-10-26T16:46:21.192170Z', '2024-10-26T16:27:45.438525Z', '2024-10-26T14:31:46.558346Z', '2024-10-26T08:14:35.899532Z']}"
47,750,0rd3rs,"{'challenge_name': ['animal', 'The Chamber of Flag', 'Another one', 'X Éc Éc', 'Sparks', 'Corrupted Hard Drive', 're01', 'Welcome'], 'challenge_category': ['Reverse Engineering', 'Reverse Engineering', 'Web', 'Web', 'Osint', 'Forensics', 'Reverse Engineering', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '50'], 'solve_time': ['2024-10-27T04:59:27.800949Z', '2024-10-27T04:18:19.240204Z', '2024-10-26T18:33:51.092919Z', '2024-10-26T18:01:15.002259Z', '2024-10-26T12:01:55.813630Z', '2024-10-26T10:56:30.855644Z', '2024-10-26T04:00:26.356146Z', '2024-10-26T02:32:58.681308Z']}"
48,750,f4n_n3r0,"{'challenge_name': ['re01', 'Home sweet home', 'CPUsage', 'Another one', 'Sparks', 'shellcode 1', 'Corrupted Hard Drive', 'Welcome'], 'challenge_category': ['Reverse Engineering', 'Osint', 'Forensics', 'Web', 'Osint', 'PWN', 'Forensics', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '50'], 'solve_time': ['2024-10-27T06:10:06.978305Z', '2024-10-27T04:41:00.603801Z', '2024-10-27T04:12:00.858445Z', '2024-10-27T03:56:55.403053Z', '2024-10-26T15:23:23.812507Z', '2024-10-26T14:45:30.468183Z', '2024-10-26T09:32:07.889835Z', '2024-10-26T02:06:15.883625Z']}"
49,748,sudoers,"{'challenge_name': ['Two Steps Ahead', 'Sparks', 'Another one', 'Welcome'], 'challenge_category': ['Osint', 'Osint', 'Web', 'Misc'], 'challenge_points': ['498', '100', '100', '50'], 'solve_time': ['2024-10-27T09:06:47.796930Z', '2024-10-26T12:24:57.354815Z', '2024-10-26T06:50:37.700127Z', '2024-10-26T02:05:17.781563Z']}"
50,735,Glutton,"{'challenge_name': ['Corrupted Hard Drive', 'swatted', 're01', 'Home sweet home', 'Welcome'], 'challenge_category': ['Forensics', 'Forensics', 'Reverse Engineering', 'Osint', 'Misc'], 'challenge_points': ['100', '385', '100', '100', '50'], 'solve_time': ['2024-10-27T07:25:53.693153Z', '2024-10-27T07:25:15.726891Z', '2024-10-27T07:18:57.007559Z', '2024-10-27T07:18:24.949307Z', '2024-10-26T03:09:02.325250Z']}"
51,664,idek,"{'challenge_name': ['Sign', 'ShareMixer2', 'Another one', 'X Éc Éc', 'ShareMixer1', 'Welcome'], 'challenge_category': ['Cryptography', 'Cryptography', 'Web', 'Web', 'Cryptography', 'Misc'], 'challenge_points': ['214', '100', '100', '100', '100', '50'], 'solve_time': ['2024-10-26T15:39:04.176248Z', '2024-10-26T15:34:59.395585Z', '2024-10-26T08:47:23.971599Z', '2024-10-26T06:28:42.757984Z', '2024-10-26T05:23:14.875800Z', '2024-10-26T02:06:38.918481Z']}"
52,664,bitbasher,"{'challenge_name': ['CPUsage', 'Sign', 'ShareMixer2', 'ShareMixer1', 'Welcome', 'Corrupted Hard Drive'], 'challenge_category': ['Forensics', 'Cryptography', 'Cryptography', 'Cryptography', 'Misc', 'Forensics'], 'challenge_points': ['100', '214', '100', '100', '50', '100'], 'solve_time': ['2024-10-27T09:17:52.737517Z', '2024-10-26T19:13:33.731514Z', '2024-10-26T15:10:04.138655Z', '2024-10-26T15:03:16.250997Z', '2024-10-26T14:36:43.071425Z', '2024-10-26T14:35:49.685420Z']}"
53,650,phoan9g,"{'challenge_name': ['Game of Luck', 'S1mple', 'shellcode 2', 'shellcode 1', 'Another one', 'X Éc Éc', 'Welcome'], 'challenge_category': ['PWN', 'Web', 'PWN', 'PWN', 'Web', 'Web', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '50'], 'solve_time': ['2024-10-26T18:34:56.431482Z', '2024-10-26T16:41:36.237451Z', '2024-10-26T12:04:35.678509Z', '2024-10-26T08:32:55.198937Z', '2024-10-26T06:38:41.875311Z', '2024-10-26T05:16:37.602667Z', '2024-10-26T04:33:27.781944Z']}"
54,650,PH4NT0MS,"{'challenge_name': ['Home sweet home', 'shellcode 2', 'Sparks', 'X Éc Éc', 'shellcode 1', 'Another one', 'Welcome'], 'challenge_category': ['Osint', 'PWN', 'Osint', 'Web', 'PWN', 'Web', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '50'], 'solve_time': ['2024-10-27T03:01:45.633954Z', '2024-10-26T21:07:26.870796Z', '2024-10-26T16:44:02.465961Z', '2024-10-26T15:11:53.135313Z', '2024-10-26T15:07:28.059828Z', '2024-10-26T14:09:52.638521Z', '2024-10-26T02:05:06.696269Z']}"
55,650,LemonOne,"{'challenge_name': ['Corrupted Hard Drive', 'X Éc Éc', 'Another one', 'Sparks', 'shellcode 2', 'shellcode 1', 'Welcome'], 'challenge_category': ['Forensics', 'Web', 'Web', 'Osint', 'PWN', 'PWN', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '50'], 'solve_time': ['2024-10-27T07:27:40.061013Z', '2024-10-26T16:08:45.128441Z', '2024-10-26T15:30:27.279037Z', '2024-10-26T13:30:13.740907Z', '2024-10-26T04:12:30.613834Z', '2024-10-26T03:10:17.240612Z', '2024-10-26T02:04:48.097006Z']}"
56,650,N.O.X.U.S,"{'challenge_name': ['ShareMixer1', 'Sparks', 'shellcode 1', 'Another one', 'X Éc Éc', 'shellcode 2', 'Welcome'], 'challenge_category': ['Cryptography', 'Osint', 'PWN', 'Web', 'Web', 'PWN', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '50'], 'solve_time': ['2024-10-27T07:59:04.782394Z', '2024-10-26T13:12:10.099152Z', '2024-10-26T09:39:43.866748Z', '2024-10-26T08:45:29.448280Z', '2024-10-26T08:45:16.849781Z', '2024-10-26T08:42:49.518123Z', '2024-10-26T02:25:08.214470Z']}"
57,598,souf6x,"{'challenge_name': ['Home sweet home', 'Two Steps Ahead'], 'challenge_category': ['Osint', 'Osint'], 'challenge_points': ['100', '498'], 'solve_time': ['2024-10-27T09:57:46.602399Z', '2024-10-27T09:13:47.150269Z']}"
58,587,w3school,"{'challenge_name': ['hihi', 'S1mple', 'X Éc Éc', 'Another one'], 'challenge_category': ['Web', 'Web', 'Web', 'Web'], 'challenge_points': ['287', '100', '100', '100'], 'solve_time': ['2024-10-27T05:54:16.734226Z', '2024-10-27T02:34:57.448855Z', '2024-10-26T16:36:45.552626Z', '2024-10-26T16:06:23.956368Z']}"
59,550,La frèrerie,"{'challenge_name': ['ShareMixer1', 'X Éc Éc', 'Sparks', 're01', 'Another one', 'Welcome'], 'challenge_category': ['Cryptography', 'Web', 'Osint', 'Reverse Engineering', 'Web', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '50'], 'solve_time': ['2024-10-26T22:32:06.948911Z', '2024-10-26T16:05:33.777517Z', '2024-10-26T15:03:55.258292Z', '2024-10-26T13:57:13.791069Z', '2024-10-26T10:17:25.189842Z', '2024-10-26T07:17:51.593648Z']}"
60,550,정신이없다,"{'challenge_name': ['Game of Luck', 'shellcode 2', 're01', 'Sparks', 'shellcode 1', 'Welcome'], 'challenge_category': ['PWN', 'PWN', 'Reverse Engineering', 'Osint', 'PWN', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '50'], 'solve_time': ['2024-10-27T03:51:10.244596Z', '2024-10-27T01:31:32.027206Z', '2024-10-26T13:54:22.250411Z', '2024-10-26T11:34:46.047153Z', '2024-10-26T11:17:54.700999Z', '2024-10-26T08:02:18.909899Z']}"
61,550,Raong2,"{'challenge_name': ['Home sweet home', 'Corrupted Hard Drive', 'Sparks', 'Another one', 'X Éc Éc', 'Welcome'], 'challenge_category': ['Osint', 'Forensics', 'Osint', 'Web', 'Web', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '50'], 'solve_time': ['2024-10-27T08:04:40.567951Z', '2024-10-27T07:39:41.356140Z', '2024-10-27T00:46:14.235648Z', '2024-10-26T17:31:29.890455Z', '2024-10-26T10:58:58.261207Z', '2024-10-26T04:32:46.481262Z']}"
62,550,Leet Puppets,"{'challenge_name': ['shellcode 1', 'Sparks', 'Welcome', 'X Éc Éc', 'ShareMixer1', 'Another one'], 'challenge_category': ['PWN', 'Osint', 'Misc', 'Web', 'Cryptography', 'Web'], 'challenge_points': ['100', '100', '50', '100', '100', '100'], 'solve_time': ['2024-10-27T09:05:25.111157Z', '2024-10-26T20:20:07.105113Z', '2024-10-26T20:02:22.478946Z', '2024-10-26T19:41:11.315727Z', '2024-10-26T16:53:59.210586Z', '2024-10-26T12:37:19.146215Z']}"
63,450,Plat,"{'challenge_name': ['Another one', 'Corrupted Hard Drive', 'shellcode 1', 'Sparks', 'Welcome'], 'challenge_category': ['Web', 'Forensics', 'PWN', 'Osint', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '50'], 'solve_time': ['2024-10-26T16:02:00.604025Z', '2024-10-26T15:22:47.710315Z', '2024-10-26T14:08:03.834733Z', '2024-10-26T12:34:48.889209Z', '2024-10-26T10:19:19.324215Z']}"
64,450,Hamagnivim,"{'challenge_name': ['ShareMixer2', 'shellcode 2', 'shellcode 1', 'Another one', 'Welcome'], 'challenge_category': ['Cryptography', 'PWN', 'PWN', 'Web', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '50'], 'solve_time': ['2024-10-26T18:41:17.937825Z', '2024-10-26T17:51:15.696085Z', '2024-10-26T15:51:14.368582Z', '2024-10-26T15:37:26.677904Z', '2024-10-26T02:24:25.489268Z']}"
65,450,Kalmarunionen,"{'challenge_name': ['S1mple', 'Welcome', 'Sparks', 'X Éc Éc', 'Another one'], 'challenge_category': ['Web', 'Misc', 'Osint', 'Web', 'Web'], 'challenge_points': ['100', '50', '100', '100', '100'], 'solve_time': ['2024-10-26T23:42:16.613074Z', '2024-10-26T12:23:14.367178Z', '2024-10-26T11:16:21.166258Z', '2024-10-26T10:50:25.768016Z', '2024-10-26T10:26:26.822822Z']}"
66,450,CH4S1NG_TH4T_FE3L1NG,"{'challenge_name': ['Home sweet home', 'Sparks', 'Another one', 'X Éc Éc', 'Welcome'], 'challenge_category': ['Osint', 'Osint', 'Web', 'Web', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '50'], 'solve_time': ['2024-10-27T04:45:40.089062Z', '2024-10-26T16:11:56.999869Z', '2024-10-26T09:52:08.677316Z', '2024-10-26T09:11:05.887923Z', '2024-10-26T02:13:38.704217Z']}"
67,450,m1t0,"{'challenge_name': ['no_name', 'Game of Luck', 'Welcome', 'shellcode 1', 'shellcode 2'], 'challenge_category': ['PWN', 'PWN', 'Misc', 'PWN', 'PWN'], 'challenge_points': ['100', '100', '50', '100', '100'], 'solve_time': ['2024-10-27T09:34:10.089981Z', '2024-10-27T05:31:42.147019Z', '2024-10-26T10:21:49.893892Z', '2024-10-26T10:15:53.352098Z', '2024-10-26T10:15:34.195742Z']}"
68,450,CBD24,"{'challenge_name': ['shellcode 2', 'shellcode 1', 'Sparks', 'X Éc Éc', 'Welcome'], 'challenge_category': ['PWN', 'PWN', 'Osint', 'Web', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '50'], 'solve_time': ['2024-10-27T09:56:03.714983Z', '2024-10-27T09:54:48.987610Z', '2024-10-26T16:49:47.206691Z', '2024-10-26T13:51:08.251359Z', '2024-10-26T02:11:25.490647Z']}"
69,400,Carixo,"{'challenge_name': ['Another one', 'Game of Luck', 'shellcode 2', 'shellcode 1'], 'challenge_category': ['Web', 'PWN', 'PWN', 'PWN'], 'challenge_points': ['100', '100', '100', '100'], 'solve_time': ['2024-10-26T16:35:44.151075Z', '2024-10-26T15:24:02.763278Z', '2024-10-26T14:11:01.259657Z', '2024-10-26T13:49:38.695580Z']}"
70,400,Wade,"{'challenge_name': ['animal', 'The Chamber of Flag', 're02', 're01'], 'challenge_category': ['Reverse Engineering', 'Reverse Engineering', 'Reverse Engineering', 'Reverse Engineering'], 'challenge_points': ['100', '100', '100', '100'], 'solve_time': ['2024-10-27T06:53:07.667166Z', '2024-10-27T00:32:49.592144Z', '2024-10-26T18:48:59.754780Z', '2024-10-26T17:52:52.009454Z']}"
71,350,Penthakon,"{'challenge_name': ['Sparks', 'X Éc Éc', 'Another one', 'Welcome'], 'challenge_category': ['Osint', 'Web', 'Web', 'Misc'], 'challenge_points': ['100', '100', '100', '50'], 'solve_time': ['2024-10-26T11:26:59.387831Z', '2024-10-26T11:09:22.588105Z', '2024-10-26T08:54:19.880196Z', '2024-10-26T02:40:59.162603Z']}"
72,350,full_weak_engineer,"{'challenge_name': ['Sparks', 'Welcome', 'Another one', 'X Éc Éc'], 'challenge_category': ['Osint', 'Misc', 'Web', 'Web'], 'challenge_points': ['100', '50', '100', '100'], 'solve_time': ['2024-10-26T15:20:12.295838Z', '2024-10-26T08:22:17.103413Z', '2024-10-26T08:21:55.851388Z', '2024-10-26T05:42:11.827888Z']}"
73,350,Purple Team,"{'challenge_name': ['X Éc Éc', 'Sparks', 'Another one', 'Welcome'], 'challenge_category': ['Web', 'Osint', 'Web', 'Misc'], 'challenge_points': ['100', '100', '100', '50'], 'solve_time': ['2024-10-26T15:29:26.937245Z', '2024-10-26T13:44:17.134526Z', '2024-10-26T13:09:28.948465Z', '2024-10-26T09:20:56.381736Z']}"
74,350,N0_0n3,"{'challenge_name': ['Sparks', 'Another one', 'shellcode 1', 'Welcome'], 'challenge_category': ['Osint', 'Web', 'PWN', 'Misc'], 'challenge_points': ['100', '100', '100', '50'], 'solve_time': ['2024-10-26T15:31:17.674626Z', '2024-10-26T15:19:53.742940Z', '2024-10-26T15:19:38.429797Z', '2024-10-26T15:18:56.048425Z']}"
75,350,NoName404,"{'challenge_name': ['X Éc Éc', 'Sparks', 'Another one', 'Welcome'], 'challenge_category': ['Web', 'Osint', 'Web', 'Misc'], 'challenge_points': ['100', '100', '100', '50'], 'solve_time': ['2024-10-26T16:39:31.256812Z', '2024-10-26T15:29:45.141186Z', '2024-10-26T15:14:46.102914Z', '2024-10-26T02:07:25.252332Z']}"
76,350,PTITHCM_Un4uth0r1z3d,"{'challenge_name': ['X Éc Éc', 'Another one', 'Sparks', 'Welcome'], 'challenge_category': ['Web', 'Web', 'Osint', 'Misc'], 'challenge_points': ['100', '100', '100', '50'], 'solve_time': ['2024-10-26T17:06:22.411731Z', '2024-10-26T15:22:27.080921Z', '2024-10-26T11:47:10.653694Z', '2024-10-26T02:08:50.175208Z']}"
77,350,MoChonTinhYeu,"{'challenge_name': ['Sparks', 'Corrupted Hard Drive', 'Another one', 'Welcome'], 'challenge_category': ['Osint', 'Forensics', 'Web', 'Misc'], 'challenge_points': ['100', '100', '100', '50'], 'solve_time': ['2024-10-26T18:47:49.849331Z', '2024-10-26T18:36:15.253458Z', '2024-10-26T18:20:24.579297Z', '2024-10-26T02:28:09.026205Z']}"
78,350,3r0th3r CC,"{'challenge_name': ['X Éc Éc', 'Another one', 're01', 'Welcome'], 'challenge_category': ['Web', 'Web', 'Reverse Engineering', 'Misc'], 'challenge_points': ['100', '100', '100', '50'], 'solve_time': ['2024-10-26T19:56:21.325077Z', '2024-10-26T09:55:37.927047Z', '2024-10-26T08:58:40.673805Z', '2024-10-26T02:07:56.349450Z']}"
79,350,ma100,"{'challenge_name': ['CPUsage', 'Sparks', 'Welcome', 'Another one'], 'challenge_category': ['Forensics', 'Osint', 'Misc', 'Web'], 'challenge_points': ['100', '100', '50', '100'], 'solve_time': ['2024-10-26T23:26:29.902322Z', '2024-10-26T12:51:15.370753Z', '2024-10-26T10:41:32.955706Z', '2024-10-26T10:35:56.880172Z']}"
