name,points,challenges
NCSA,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
nanigaski~?,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
gataudeh,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
J0K3RB0Y5,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Baby,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
LamDyoMong,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Z&Y,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Learning is fun!,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
skibidi sigma sungRizzWoo,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
gataudeh,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
wolfgang,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
EHT,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
57R4NG3R5,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
1hongu,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
garlable,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Hackers13malins,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
ctfteam2,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
The Open University,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Cla55N0tF0und,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
S3GF4UL7,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
The Digital Phantoms,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
bird,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
teio fan club,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Sleeping-Forest,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Dome.Corp,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
tariffmeister,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Tropical,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
wh1te4ever Fan Club,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Kukko ja Paalit,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
fzhshzh,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
ping,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
LekSuS,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
HACTOR,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
HACTOR,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
SyntaxError,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
HACTOR.KR,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
win or lose just fight in the battle👾,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
ttkso1csp,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
orzz,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
FANATICS,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
WEB2,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
duiduidui,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
h3ckm3ck,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
JoJoBaOil,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Chronaria,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
The Juan and Only,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
FunkieDorf,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
whitehathacker8181,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Ninja,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Porg Pen Platoon,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Void Sentinel,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
NoobSquad,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Fr00T,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
100su,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
chicken jockey,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
mlab705,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Horseradish,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
5p0r7,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Check This Coffee!,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
7_mem0_cor7,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
D351GN3RX,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
X3nol1th,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
cowboy rocket rooks,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
mizore_fuyu,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
bm,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
No Man's Root,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Saddle With Gri3f,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
V1t,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Paolo,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
VGU_Cypher,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Microphone-testing,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
ExploitX,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
th4ont,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
ZeroTrace,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Wired Ghost,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
RRR,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
SC,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
The Digital Phantoms,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
n4n4sh1,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
SENTINALS,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
anony,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Guardia DSGRD,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Serious Team Name,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
eltesters,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Sleeper Agent,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
KoC1pher,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Cyber Cadet Yes Unit,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
karroum,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
NNN,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
DU4L,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
G3,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Hollow Ashes,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
VSL,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
diet coke,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
vlsr,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
meow,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Crab and Otter,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
0v3rK1ll_1N73L,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
TooEasyForTheGoat,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Zhack,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
HyperSpectrum,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Hack Ryder Outlaw,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
HackingCats,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Pretzel,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
IMF,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Hwalbin,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Gold Stone,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Welcome back Fr0m1s_9,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
abc,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Major Science,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Gold Stone,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Still Cookin,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
FalseNine,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
TurtleHat,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
c00c00,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Cookie_Monsterz,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Shikanoko nokonoko koshitantan,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
SENTINALS,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
dabidi dibidi,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
404NOT,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Fireland,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Dziom,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
The Wenchless,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
IDK,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
4652,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Lone Ranger,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Reyko,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
breakingbad,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
C0de:Hex,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
xplanthris but cooked,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
zblxst,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
kgrzk2025,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Baharmut,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
apoel,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
team muthi,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
snm11,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
PakCyberbot,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Alamak,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Mentholatum,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
PwnOfPower,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Domat,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
sasforce,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Cookie_Monsterz,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
yellowflash,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
ir0nstone,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Night Knights,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
三国杀真好玩,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
bi0skochi,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
HackUTT,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
play,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
fl0wc0n7r0l,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
@vnxhust_,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
HUNTEX,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
SonoranShellSquad,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Tech Army,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Difai,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
hck_cat,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
4Ray,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
G@mblingAddicted,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
The Wall,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Crypt0Kn!ght$,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
NTUT_Is1ab,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
kaymak,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
hackratic,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
pr3dicamons,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Rainb0wLittl3Wh1teP0ny,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Yee Howya!,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
oneguy,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
?,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
CIAT Grizzlies DirtyCoWboys of CIAT,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Thismustbetheplace,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
0xN0B1T ,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
3990,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Egg Cracker,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
DU4L,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
skulobasket,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
fsocdotsh,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
bash,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
lipido,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
runnynoob,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Gandalf123,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Tzupie,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Dosmur,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
10 Bit Wannabe,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Ph0en1x_Team,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
br1ck,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
moogie,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
kasaTBH,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
PsychoTherapist,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Decepticons,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Band 0xF Br3ach3rs,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
beatburn,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Therocks,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
yugioh,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Banana Splits,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
XORing Eagles,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
spar,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Clocktower Dwellers,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Lone Wolves,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
HHH,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
k3ycr4ck,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
c0d3_r3d,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
salad_var,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
EvilTeacher,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
어린이왕돈까스,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
NECC,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
𝐇𝟒𝐱𝟎𝐫_𝐇𝐮𝐧𝐭𝐞𝐫𝐬,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
sdfjgfldnfknskjg,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
BoMDay,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
CyberUnicorn,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
BUZZ,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Creeper,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
n00bs,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Solo SCSU Husky,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
P4rad0x,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
nvm,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
KXTI_KzA,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
fatrats,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
xre,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Siam Cyber Club,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Bjornieee,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Ben's Chili Bowl,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
CRUx BPHC,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
starbug2025,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
shark,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Keyboard Kernel Killer,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
mortensonsam,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
CTF PAGLU,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
TrinityS3c,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Ech0_Cryp7,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
RiST,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
M4v3r1ck,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
1,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
100su,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
Moo Wranglers,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
lol,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
homesarr,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
The Hacktivists,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
l33chers,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
fiddlingaround,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
OH14,1,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': []}"
